campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,ETL_updated_ts,ETL_DATASOURCE_NAME,campaign_key
156487,New User Discount,2024-01-09,INACTIVE,Email,7131,875,58,3953.57,7849.28,3.75,2025-10-06 22:10:07.986423,1,1502235958
11880,Weekend Special,2024-01-09,ALL,Email,3636,928,11,2470.75,4370.14,1.91,2025-10-06 22:10:07.986423,1,1602242343
688485,Festival Offer,2024-01-09,ALL,App,5281,813,53,4381.33,4480.57,3.0,2025-10-06 22:10:07.986423,1,330292258
541350,Flash Sale,2024-01-09,PREMIUM,SMS,2203,537,49,4260.69,3319.63,2.46,2025-10-06 22:10:07.986423,1,1833928779
788073,Membership Drive,2024-01-09,NEW USERS,SMS,3206,966,18,1761.0,9793.61,1.73,2025-10-06 22:10:07.986423,1,541455319
575835,Category Promotion,2024-01-09,ALL,SMS,5362,574,62,2139.28,6182.96,3.18,2025-10-06 22:10:07.986423,1,1788505952
747767,App Push Notification,2024-01-09,PREMIUM,SMS,4988,380,36,4806.84,5281.03,2.24,2025-10-06 22:10:07.986423,1,1044350522
358975,Email Campaign,2024-01-09,NEW USERS,App,1834,145,53,2638.64,9436.54,3.17,2025-10-06 22:10:07.986423,1,243121870
192859,Referral Program,2024-01-09,ALL,Email,2207,429,37,2387.57,8605.8,2.93,2025-10-06 22:10:07.986423,1,181770420
586559,New User Discount,2024-01-08,ALL,App,1147,445,38,3395.67,7007.7,1.8,2025-10-06 22:10:07.986423,1,102159479
238012,Weekend Special,2024-01-08,NEW USERS,Social Media,5475,903,15,3458.33,8524.98,2.0,2025-10-06 22:10:07.986423,1,539271144
343938,Festival Offer,2024-01-08,ALL,App,9741,501,16,4204.28,3376.62,2.88,2025-10-06 22:10:07.986423,1,1607626603
233812,Flash Sale,2024-01-08,PREMIUM,Social Media,3047,615,31,1271.59,3204.38,2.84,2025-10-06 22:10:07.986423,1,1867180097
845702,Membership Drive,2024-01-08,INACTIVE,Social Media,2281,320,35,2061.99,3994.19,1.81,2025-10-06 22:10:07.986423,1,417895657
299375,Category Promotion,2024-01-08,PREMIUM,App,9049,928,59,3500.7,5723.33,3.59,2025-10-06 22:10:07.986423,1,1545606976
509948,App Push Notification,2024-01-08,PREMIUM,Social Media,2811,269,56,4101.46,7448.05,2.37,2025-10-06 22:10:07.986423,1,1556396113
633839,Email Campaign,2024-01-08,ALL,SMS,2877,231,52,4293.35,3378.49,3.57,2025-10-06 22:10:07.986423,1,270812832
666791,Referral Program,2024-01-08,NEW USERS,SMS,9125,939,96,2145.45,7722.57,3.5,2025-10-06 22:10:07.986423,1,1032030681
66016,New User Discount,2024-01-07,NEW USERS,Social Media,3114,145,40,3548.01,2065.71,3.75,2025-10-06 22:10:07.986423,1,97718596
627863,Weekend Special,2024-01-07,PREMIUM,App,1467,969,27,2726.89,6698.39,3.48,2025-10-06 22:10:07.986423,1,281084016
152369,Festival Offer,2024-01-07,PREMIUM,Social Media,7811,862,77,2589.32,7710.36,2.32,2025-10-06 22:10:07.986423,1,1131835569
430194,Flash Sale,2024-01-07,NEW USERS,App,3777,840,89,1496.57,2241.58,3.59,2025-10-06 22:10:07.986423,1,1959805799
434732,Membership Drive,2024-01-07,ALL,App,5932,419,89,4320.6,4126.88,3.66,2025-10-06 22:10:07.986423,1,1722134943
59157,Category Promotion,2024-01-07,ALL,App,6797,587,97,3058.87,2304.46,3.04,2025-10-06 22:10:07.986423,1,1151188713
951586,App Push Notification,2024-01-07,ALL,SMS,6959,720,20,3369.11,3604.87,2.21,2025-10-06 22:10:07.986423,1,1780635463
636480,Email Campaign,2024-01-07,INACTIVE,SMS,6623,649,30,3997.94,8797.88,2.53,2025-10-06 22:10:07.986423,1,1107612936
54353,Referral Program,2024-01-07,ALL,Social Media,2788,233,75,2217.59,7554.83,2.72,2025-10-06 22:10:07.986423,1,1197476161
396960,New User Discount,2024-01-06,PREMIUM,App,6306,733,63,2035.91,9527.95,3.21,2025-10-06 22:10:07.986423,1,590343900
309714,Weekend Special,2024-01-06,PREMIUM,App,1034,467,41,2209.12,2445.67,1.69,2025-10-06 22:10:07.986423,1,157043677
403530,Festival Offer,2024-01-06,ALL,App,9845,735,49,3503.85,8850.87,1.51,2025-10-06 22:10:07.986423,1,2018268818
465804,Flash Sale,2024-01-06,NEW USERS,Social Media,6628,346,77,2418.62,3591.11,1.77,2025-10-06 22:10:07.986423,1,957392084
318200,Membership Drive,2024-01-06,NEW USERS,SMS,8225,404,45,4561.73,7726.56,2.79,2025-10-06 22:10:07.986423,1,1463642189
352736,Category Promotion,2024-01-06,INACTIVE,App,7538,159,63,1135.21,6872.38,3.31,2025-10-06 22:10:07.986423,1,1563406234
15274,App Push Notification,2024-01-06,INACTIVE,Social Media,6352,106,23,2355.63,5374.33,2.77,2025-10-06 22:10:07.986423,1,893653723
738748,Email Campaign,2024-01-06,INACTIVE,SMS,6854,700,70,1715.19,8419.27,2.38,2025-10-06 22:10:07.986423,1,497436212
767570,Referral Program,2024-01-06,PREMIUM,Social Media,4963,313,44,2476.22,2533.2,2.29,2025-10-06 22:10:07.986423,1,1607926878
573627,New User Discount,2024-01-05,NEW USERS,SMS,3475,300,100,3927.42,9820.65,1.59,2025-10-06 22:10:07.986423,1,1913909511
168394,Weekend Special,2024-01-05,NEW USERS,Social Media,3243,732,28,1548.02,3635.64,3.77,2025-10-06 22:10:07.986423,1,1983281218
840300,Festival Offer,2024-01-05,ALL,App,5447,243,76,2623.48,3409.45,2.65,2025-10-06 22:10:07.986423,1,1966132988
466430,Flash Sale,2024-01-05,NEW USERS,SMS,1933,743,80,3073.09,5348.34,1.99,2025-10-06 22:10:07.986423,1,736984491
352001,Membership Drive,2024-01-05,PREMIUM,App,2692,753,27,2796.51,3305.01,2.64,2025-10-06 22:10:07.986423,1,1270482850
179831,Category Promotion,2024-01-05,PREMIUM,SMS,7654,899,74,1960.11,8611.94,3.02,2025-10-06 22:10:07.986423,1,1500792962
781963,App Push Notification,2024-01-05,PREMIUM,App,2360,615,84,2401.54,8749.45,1.66,2025-10-06 22:10:07.986423,1,1114552988
19099,Email Campaign,2024-01-05,PREMIUM,App,5257,619,29,3597.16,7778.16,3.47,2025-10-06 22:10:07.986423,1,953352640
581816,Referral Program,2024-01-05,PREMIUM,SMS,2033,652,45,4225.84,2348.98,1.95,2025-10-06 22:10:07.986423,1,1613100456
574823,New User Discount,2024-01-04,INACTIVE,Email,8540,148,27,3498.87,4227.69,3.25,2025-10-06 22:10:07.986423,1,2096974449
207011,Weekend Special,2024-01-04,PREMIUM,SMS,3841,389,98,4848.66,5918.23,3.35,2025-10-06 22:10:07.986423,1,917037640
131357,Festival Offer,2024-01-04,ALL,Social Media,3322,244,27,3424.0,2855.59,3.54,2025-10-06 22:10:07.986423,1,282578645
501651,Flash Sale,2024-01-04,ALL,App,4671,346,66,4395.49,7656.24,1.67,2025-10-06 22:10:07.986423,1,1930548630
974303,Membership Drive,2024-01-04,NEW USERS,Email,1331,396,49,3411.51,2277.8,2.34,2025-10-06 22:10:07.986423,1,666916008
281943,Category Promotion,2024-01-04,ALL,Social Media,6146,277,63,2005.42,4961.34,1.65,2025-10-06 22:10:07.986423,1,129374469
600143,App Push Notification,2024-01-04,ALL,App,5320,417,64,2912.93,2117.06,3.79,2025-10-06 22:10:07.986423,1,1485241605
198302,Email Campaign,2024-01-04,NEW USERS,SMS,8223,382,72,1307.97,3665.13,2.6,2025-10-06 22:10:07.986423,1,761123545
782574,Referral Program,2024-01-04,NEW USERS,SMS,8052,333,80,3357.57,8042.29,3.61,2025-10-06 22:10:07.986423,1,1623240879
83011,New User Discount,2024-01-03,ALL,Social Media,9975,206,11,4614.63,4522.82,2.93,2025-10-06 22:10:07.986423,1,1241149759
900420,Weekend Special,2024-01-03,PREMIUM,SMS,8409,441,29,1061.51,3493.54,2.58,2025-10-06 22:10:07.986423,1,1016639797
153041,Festival Offer,2024-01-03,ALL,App,7594,148,66,1012.35,3175.29,2.19,2025-10-06 22:10:07.986423,1,1511446596
250530,Flash Sale,2024-01-03,NEW USERS,Email,2212,267,96,3401.14,5041.08,3.33,2025-10-06 22:10:07.986423,1,1809118920
904757,Membership Drive,2024-01-03,INACTIVE,Social Media,2617,442,94,1643.99,6545.12,3.33,2025-10-06 22:10:07.986423,1,1747932693
838753,Category Promotion,2024-01-03,PREMIUM,Social Media,7658,271,57,4709.86,4842.85,1.89,2025-10-06 22:10:07.986423,1,1373478989
965694,App Push Notification,2024-01-03,ALL,SMS,7131,854,57,3485.89,3251.54,2.54,2025-10-06 22:10:07.986423,1,1139813717
132692,Email Campaign,2024-01-03,NEW USERS,SMS,6085,248,25,1689.83,2465.95,3.47,2025-10-06 22:10:07.986423,1,1707225311
516024,Referral Program,2024-01-03,ALL,SMS,4253,748,72,4412.96,3230.86,2.36,2025-10-06 22:10:07.986423,1,1666766047
143826,New User Discount,2024-01-02,INACTIVE,Social Media,2625,526,90,1721.76,4876.46,3.42,2025-10-06 22:10:07.986423,1,253085712
278905,Weekend Special,2024-01-02,PREMIUM,Email,7932,318,64,3528.86,6951.94,2.4,2025-10-06 22:10:07.986423,1,1030875162
622100,Festival Offer,2024-01-02,ALL,Social Media,2933,716,63,3389.02,6573.57,2.13,2025-10-06 22:10:07.986423,1,850764962
999371,Flash Sale,2024-01-02,ALL,Email,8809,139,83,4272.45,7206.68,2.46,2025-10-06 22:10:07.986423,1,426517066
200302,Membership Drive,2024-01-02,PREMIUM,Social Media,4972,400,34,3664.76,4329.35,2.21,2025-10-06 22:10:07.986423,1,1396476803
413863,Category Promotion,2024-01-02,PREMIUM,Email,5846,293,37,2628.26,2143.92,3.59,2025-10-06 22:10:07.986423,1,707352982
86408,App Push Notification,2024-01-02,ALL,App,3339,961,70,2724.52,6289.95,2.42,2025-10-06 22:10:07.986423,1,1461774973
123130,Email Campaign,2024-01-02,PREMIUM,Social Media,6254,133,38,4809.77,2055.27,3.46,2025-10-06 22:10:07.986423,1,1950512293
98542,Referral Program,2024-01-02,ALL,SMS,9575,784,36,2989.16,9439.46,2.7,2025-10-06 22:10:07.986423,1,1123674034
618257,New User Discount,2024-01-01,PREMIUM,Social Media,1032,375,31,1112.6,8935.66,2.51,2025-10-06 22:10:07.986423,1,1981490647
832518,Weekend Special,2024-01-01,NEW USERS,Social Media,3978,771,56,2417.18,6432.03,1.93,2025-10-06 22:10:07.986423,1,1534321693
550199,Festival Offer,2024-01-01,NEW USERS,Social Media,5161,166,78,3217.29,8821.81,2.52,2025-10-06 22:10:07.986423,1,2143305564
558674,Flash Sale,2024-01-01,INACTIVE,Social Media,3918,207,31,3308.92,6660.71,2.1,2025-10-06 22:10:07.986423,1,1013775041
44051,Membership Drive,2024-01-01,ALL,App,1592,229,93,3678.47,7387.45,1.52,2025-10-06 22:10:07.986423,1,467426366
360798,Category Promotion,2024-01-01,INACTIVE,Email,1301,553,11,3686.46,4347.27,2.08,2025-10-06 22:10:07.986423,1,1841912780
172026,App Push Notification,2024-01-01,ALL,Social Media,6136,246,98,1393.72,4009.31,1.69,2025-10-06 22:10:07.986423,1,1885389254
967101,Email Campaign,2024-01-01,NEW USERS,Email,8076,262,32,1191.64,5283.69,2.08,2025-10-06 22:10:07.986423,1,1686295746
406101,Referral Program,2024-01-01,INACTIVE,App,1411,166,17,1980.18,4767.67,2.68,2025-10-06 22:10:07.986423,1,1304093665
755869,New User Discount,2023-12-31,INACTIVE,Email,4454,963,87,3009.29,3120.65,1.62,2025-10-06 22:10:07.986423,1,1228238753
989367,Weekend Special,2023-12-31,ALL,Email,5322,462,44,4288.08,5955.59,3.3,2025-10-06 22:10:07.986423,1,37390523
959183,Festival Offer,2023-12-31,INACTIVE,SMS,6997,403,81,2755.1,7493.42,3.9,2025-10-06 22:10:07.986423,1,451835852
389881,Flash Sale,2023-12-31,PREMIUM,Email,2430,136,35,1540.98,6278.88,1.61,2025-10-06 22:10:07.986423,1,614044461
337940,Membership Drive,2023-12-31,INACTIVE,Social Media,1778,582,58,2383.12,6399.35,1.85,2025-10-06 22:10:07.986423,1,1157215787
878745,Category Promotion,2023-12-31,NEW USERS,Email,1529,101,36,1781.97,6723.1,1.72,2025-10-06 22:10:07.986423,1,1221352127
329676,App Push Notification,2023-12-31,INACTIVE,Social Media,8176,814,27,4166.48,3199.17,2.7,2025-10-06 22:10:07.986423,1,1226896170
9609,Email Campaign,2023-12-31,PREMIUM,SMS,6133,116,81,1402.0,6264.58,3.42,2025-10-06 22:10:07.986423,1,1746482373
315016,Referral Program,2023-12-31,NEW USERS,SMS,1583,338,43,3710.9,6712.55,3.53,2025-10-06 22:10:07.986423,1,447137406
759871,New User Discount,2023-12-30,NEW USERS,Email,4332,147,64,2903.1,3716.52,1.8,2025-10-06 22:10:07.986423,1,1063953002
202727,Weekend Special,2023-12-30,INACTIVE,Email,9539,778,34,4594.74,9711.07,2.24,2025-10-06 22:10:07.986423,1,1657346687
810235,Festival Offer,2023-12-30,INACTIVE,Social Media,6145,309,95,4262.3,6253.08,1.72,2025-10-06 22:10:07.986423,1,230674184
187197,Flash Sale,2023-12-30,ALL,App,2692,294,38,3682.11,6524.92,1.89,2025-10-06 22:10:07.986423,1,1169391493
723351,Membership Drive,2023-12-30,INACTIVE,Social Media,7855,539,19,2192.7,2267.44,3.84,2025-10-06 22:10:07.986423,1,1836598299
850537,Category Promotion,2023-12-30,NEW USERS,App,9364,133,96,4916.24,4778.68,3.22,2025-10-06 22:10:07.986423,1,1633614724
414575,App Push Notification,2023-12-30,INACTIVE,Email,6605,554,53,2873.96,2394.82,3.0,2025-10-06 22:10:07.986423,1,1876901303
502922,Email Campaign,2023-12-30,INACTIVE,Social Media,8177,738,100,4570.5,7674.97,2.87,2025-10-06 22:10:07.986423,1,677462583
957549,Referral Program,2023-12-30,INACTIVE,App,6306,683,10,3562.6,4430.11,2.87,2025-10-06 22:10:07.986423,1,1840908808
296457,New User Discount,2023-12-29,PREMIUM,SMS,6308,551,39,1429.17,7743.41,3.2,2025-10-06 22:10:07.986423,1,1648839600
113949,Weekend Special,2023-12-29,NEW USERS,Social Media,7249,771,77,3512.29,4165.5,2.62,2025-10-06 22:10:07.986423,1,586260991
875277,Festival Offer,2023-12-29,INACTIVE,Social Media,7881,887,39,3743.1,7712.71,2.03,2025-10-06 22:10:07.986423,1,1913647313
6811,Flash Sale,2023-12-29,NEW USERS,Social Media,1440,315,21,2243.75,3967.38,3.98,2025-10-06 22:10:07.986423,1,1245246961
591307,Membership Drive,2023-12-29,NEW USERS,SMS,8743,560,16,1784.6,6583.0,1.51,2025-10-06 22:10:07.986423,1,1852650214
429132,Category Promotion,2023-12-29,PREMIUM,SMS,4044,631,14,1043.09,2825.34,2.86,2025-10-06 22:10:07.986423,1,1742570436
355919,App Push Notification,2023-12-29,ALL,SMS,3076,958,16,2064.76,7863.81,2.85,2025-10-06 22:10:07.986423,1,46061339
536930,Email Campaign,2023-12-29,ALL,Social Media,9647,418,60,1685.59,6677.51,1.74,2025-10-06 22:10:07.986423,1,2123591111
162944,Referral Program,2023-12-29,INACTIVE,App,7861,118,94,4667.93,7921.14,2.87,2025-10-06 22:10:07.986423,1,832942393
748393,New User Discount,2023-12-28,ALL,SMS,3346,715,26,2621.58,3526.93,2.84,2025-10-06 22:10:07.986423,1,1202296392
290761,Weekend Special,2023-12-28,NEW USERS,SMS,4255,422,54,3435.16,7833.63,3.84,2025-10-06 22:10:07.986423,1,1076656673
449695,Festival Offer,2023-12-28,ALL,App,6696,381,92,3610.94,5311.08,2.16,2025-10-06 22:10:07.986423,1,345625049
565467,Flash Sale,2023-12-28,INACTIVE,App,2703,519,76,1225.7,7143.82,2.65,2025-10-06 22:10:07.986423,1,162826299
14906,Membership Drive,2023-12-28,ALL,Email,4022,223,38,1064.94,4489.99,2.77,2025-10-06 22:10:07.986423,1,270339350
94715,Category Promotion,2023-12-28,ALL,Social Media,6228,872,27,3911.26,7865.22,3.79,2025-10-06 22:10:07.986423,1,1125058414
580306,App Push Notification,2023-12-28,ALL,Email,6554,417,36,2029.44,5981.06,1.9,2025-10-06 22:10:07.986423,1,772777834
472481,Email Campaign,2023-12-28,ALL,Email,2606,845,68,4981.87,2038.51,2.0,2025-10-06 22:10:07.986423,1,645949560
709602,Referral Program,2023-12-28,INACTIVE,SMS,9518,804,85,2816.37,3937.57,3.83,2025-10-06 22:10:07.986423,1,2045136313
692048,New User Discount,2023-12-27,PREMIUM,Email,7969,705,89,4166.02,5543.05,2.92,2025-10-06 22:10:07.986423,1,1124179419
544266,Weekend Special,2023-12-27,PREMIUM,SMS,8390,775,41,2891.23,4558.16,2.02,2025-10-06 22:10:07.986423,1,1078308747
50477,Festival Offer,2023-12-27,INACTIVE,Social Media,2529,173,57,1498.67,8971.7,2.73,2025-10-06 22:10:07.986423,1,1370777558
332981,Flash Sale,2023-12-27,PREMIUM,App,6525,627,46,2183.05,9898.73,3.3,2025-10-06 22:10:07.986423,1,2143155584
365732,Membership Drive,2023-12-27,INACTIVE,Email,7506,246,53,4493.88,5616.31,3.92,2025-10-06 22:10:07.986423,1,368446644
574973,Category Promotion,2023-12-27,NEW USERS,App,1579,709,13,3975.73,7671.56,1.59,2025-10-06 22:10:07.986423,1,661693441
858673,App Push Notification,2023-12-27,INACTIVE,Social Media,5044,385,34,2412.3,7470.48,2.23,2025-10-06 22:10:07.986423,1,635646487
941043,Email Campaign,2023-12-27,PREMIUM,SMS,3189,706,22,3897.36,8720.8,3.43,2025-10-06 22:10:07.986423,1,1242966889
61298,Referral Program,2023-12-27,ALL,Social Media,6737,437,60,1121.22,2554.5,2.46,2025-10-06 22:10:07.986423,1,1309236368
788,New User Discount,2023-12-26,PREMIUM,Email,3595,994,71,2896.44,4004.21,3.55,2025-10-06 22:10:07.986423,1,1360541981
342817,Weekend Special,2023-12-26,INACTIVE,App,5120,978,86,3253.05,8938.33,2.38,2025-10-06 22:10:07.986423,1,1051606893
131109,Festival Offer,2023-12-26,PREMIUM,Social Media,6471,322,49,1730.66,5117.01,2.15,2025-10-06 22:10:07.986423,1,1186943336
317422,Flash Sale,2023-12-26,ALL,Email,2477,770,46,3274.94,9186.13,1.7,2025-10-06 22:10:07.986423,1,1454844448
792614,Membership Drive,2023-12-26,INACTIVE,Email,2084,451,21,4840.43,5095.39,3.37,2025-10-06 22:10:07.986423,1,1882226015
975514,Category Promotion,2023-12-26,NEW USERS,Social Media,5129,546,89,2580.51,4589.79,2.2,2025-10-06 22:10:07.986423,1,1457329475
242687,App Push Notification,2023-12-26,PREMIUM,SMS,1942,501,93,2606.09,4028.84,1.83,2025-10-06 22:10:07.986423,1,795063768
617434,Email Campaign,2023-12-26,INACTIVE,Email,1276,244,90,3062.6,5647.17,1.8,2025-10-06 22:10:07.986423,1,1329881003
358896,Referral Program,2023-12-26,PREMIUM,Social Media,4060,324,82,2780.78,2556.13,2.31,2025-10-06 22:10:07.986423,1,1610360560
558662,New User Discount,2023-12-25,PREMIUM,App,8915,253,100,4241.64,2902.99,2.69,2025-10-06 22:10:07.986423,1,629701208
328403,Weekend Special,2023-12-25,PREMIUM,Social Media,2902,828,10,4458.85,3397.63,2.83,2025-10-06 22:10:07.986423,1,1496699747
385595,Festival Offer,2023-12-25,ALL,SMS,3688,962,51,1656.82,6203.09,3.38,2025-10-06 22:10:07.986423,1,998150996
356347,Flash Sale,2023-12-25,ALL,App,2747,277,72,2618.31,8602.23,3.09,2025-10-06 22:10:07.986423,1,1736503036
796779,Membership Drive,2023-12-25,INACTIVE,Email,6180,437,40,2309.24,3617.5,2.57,2025-10-06 22:10:07.986423,1,589011334
203939,Category Promotion,2023-12-25,PREMIUM,Social Media,4693,899,21,4676.87,8564.24,2.8,2025-10-06 22:10:07.986423,1,1630182855
952318,App Push Notification,2023-12-25,ALL,Social Media,8624,213,51,3113.8,5772.78,1.84,2025-10-06 22:10:07.986423,1,2062673431
600054,Email Campaign,2023-12-25,INACTIVE,SMS,9964,714,72,1392.57,6067.95,3.93,2025-10-06 22:10:07.986423,1,2071951674
882690,Referral Program,2023-12-25,NEW USERS,SMS,8247,113,50,3112.89,8878.47,2.2,2025-10-06 22:10:07.986423,1,6306556
93562,New User Discount,2023-12-24,NEW USERS,Social Media,2724,946,56,2386.53,8934.65,2.1,2025-10-06 22:10:07.986423,1,2123279233
204854,Weekend Special,2023-12-24,NEW USERS,Email,5939,984,27,1259.57,3119.74,1.67,2025-10-06 22:10:07.986423,1,708343028
146885,Festival Offer,2023-12-24,INACTIVE,Social Media,6207,211,70,1265.65,2971.38,2.62,2025-10-06 22:10:07.986423,1,515036991
11123,Flash Sale,2023-12-24,ALL,App,4095,917,10,3467.8,9097.29,1.96,2025-10-06 22:10:07.986423,1,918583746
96308,Membership Drive,2023-12-24,PREMIUM,SMS,7414,190,42,4707.97,9129.51,2.08,2025-10-06 22:10:07.986423,1,1610007918
683776,Category Promotion,2023-12-24,INACTIVE,Email,4423,565,33,3755.46,5239.72,2.14,2025-10-06 22:10:07.986423,1,1080609123
828029,App Push Notification,2023-12-24,INACTIVE,Social Media,4555,554,89,2051.76,5942.34,2.27,2025-10-06 22:10:07.986423,1,2080037068
935917,Email Campaign,2023-12-24,NEW USERS,SMS,1873,807,95,1819.97,7403.33,1.58,2025-10-06 22:10:07.986423,1,393226504
165276,Referral Program,2023-12-24,ALL,App,8708,197,93,1661.64,2127.18,3.11,2025-10-06 22:10:07.986423,1,1310850063
761155,New User Discount,2023-12-23,NEW USERS,SMS,7574,964,83,4732.98,9291.31,3.94,2025-10-06 22:10:07.986423,1,1495950421
659615,Weekend Special,2023-12-23,PREMIUM,Email,7406,225,21,1983.16,5949.39,3.22,2025-10-06 22:10:07.986423,1,1748033045
168803,Festival Offer,2023-12-23,PREMIUM,Email,4390,900,67,1047.34,6464.03,2.08,2025-10-06 22:10:07.986423,1,1688403905
904535,Flash Sale,2023-12-23,PREMIUM,App,6364,374,76,1919.31,5543.2,1.6,2025-10-06 22:10:07.986423,1,1329323726
935353,Membership Drive,2023-12-23,ALL,App,4522,479,41,3667.51,9685.64,3.72,2025-10-06 22:10:07.986423,1,97685195
616855,Category Promotion,2023-12-23,NEW USERS,Email,7652,291,78,2503.67,7073.24,3.97,2025-10-06 22:10:07.986423,1,712686421
604479,App Push Notification,2023-12-23,INACTIVE,Email,3988,581,16,1534.99,8282.28,1.97,2025-10-06 22:10:07.986423,1,2057966500
765209,Email Campaign,2023-12-23,ALL,Social Media,9164,354,11,3572.93,6815.44,2.53,2025-10-06 22:10:07.986423,1,663571111
408037,Referral Program,2023-12-23,PREMIUM,App,7433,545,73,2160.66,3496.4,2.73,2025-10-06 22:10:07.986423,1,72196952
761531,New User Discount,2023-12-22,ALL,Social Media,6773,711,23,1431.87,5049.63,2.02,2025-10-06 22:10:07.986423,1,438836499
499253,Weekend Special,2023-12-22,PREMIUM,SMS,8451,781,20,1577.17,4973.89,3.29,2025-10-06 22:10:07.986423,1,1310278964
440818,Festival Offer,2023-12-22,PREMIUM,SMS,1554,603,93,1735.96,2547.85,2.37,2025-10-06 22:10:07.986423,1,1466771739
752665,Flash Sale,2023-12-22,NEW USERS,Email,8931,358,43,2348.19,9634.47,2.04,2025-10-06 22:10:07.986423,1,374447310
262602,Membership Drive,2023-12-22,INACTIVE,SMS,6703,924,33,3383.88,5083.82,2.47,2025-10-06 22:10:07.986423,1,1529563915
242175,Category Promotion,2023-12-22,ALL,Email,9066,388,31,1543.89,5396.61,1.88,2025-10-06 22:10:07.986423,1,21584883
352482,App Push Notification,2023-12-22,ALL,Email,1054,802,50,2613.86,3259.64,3.37,2025-10-06 22:10:07.986423,1,400220598
116113,Email Campaign,2023-12-22,INACTIVE,App,5217,152,60,4572.39,7909.83,1.76,2025-10-06 22:10:07.986423,1,185526733
979857,Referral Program,2023-12-22,INACTIVE,App,1151,842,49,1355.58,3543.75,3.31,2025-10-06 22:10:07.986423,1,1020805557
406279,New User Discount,2023-12-21,PREMIUM,SMS,6516,309,87,4093.01,9386.39,2.72,2025-10-06 22:10:07.986423,1,2123643255
684169,Weekend Special,2023-12-21,ALL,Email,5446,340,35,3499.66,9127.65,3.78,2025-10-06 22:10:07.986423,1,825039081
172626,Festival Offer,2023-12-21,PREMIUM,Email,2884,201,42,1895.05,9185.97,2.61,2025-10-06 22:10:07.986423,1,1774969269
992240,Flash Sale,2023-12-21,PREMIUM,Social Media,9767,823,70,3887.63,2147.45,1.68,2025-10-06 22:10:07.986423,1,718796364
484927,Membership Drive,2023-12-21,PREMIUM,SMS,2382,932,12,1499.99,9226.71,3.17,2025-10-06 22:10:07.986423,1,2004771634
231048,Category Promotion,2023-12-21,ALL,Social Media,5295,563,13,4285.35,9792.35,2.9,2025-10-06 22:10:07.986423,1,1956003645
610154,App Push Notification,2023-12-21,NEW USERS,SMS,3061,145,22,2829.46,4528.99,3.73,2025-10-06 22:10:07.986423,1,1524597635
665642,Email Campaign,2023-12-21,INACTIVE,SMS,6732,548,78,4274.51,5277.18,3.98,2025-10-06 22:10:07.986423,1,1176933380
642895,Referral Program,2023-12-21,PREMIUM,Email,9784,753,92,1245.53,6608.72,3.13,2025-10-06 22:10:07.986423,1,1352121730
397247,New User Discount,2023-12-20,PREMIUM,Social Media,5103,405,35,4506.66,7648.1,1.61,2025-10-06 22:10:07.986423,1,1743259765
233932,Weekend Special,2023-12-20,NEW USERS,Social Media,4361,697,45,1764.88,9511.03,3.37,2025-10-06 22:10:07.986423,1,1807541193
994061,Festival Offer,2023-12-20,INACTIVE,Email,2738,745,65,4044.68,9632.1,3.84,2025-10-06 22:10:07.986423,1,965935185
456276,Flash Sale,2023-12-20,INACTIVE,SMS,5544,107,24,3753.59,2325.22,2.54,2025-10-06 22:10:07.986423,1,1628752990
912737,Membership Drive,2023-12-20,INACTIVE,Email,3158,794,52,4416.2,2642.85,2.41,2025-10-06 22:10:07.986423,1,1060909688
90342,Category Promotion,2023-12-20,ALL,Social Media,3669,806,77,3066.77,4680.02,3.37,2025-10-06 22:10:07.986423,1,911401780
381935,App Push Notification,2023-12-20,ALL,App,6180,240,48,2482.03,6825.68,1.96,2025-10-06 22:10:07.986423,1,24663594
823153,Email Campaign,2023-12-20,NEW USERS,App,3680,250,47,3972.33,8910.03,1.57,2025-10-06 22:10:07.986423,1,1593212834
842159,Referral Program,2023-12-20,INACTIVE,SMS,5594,121,83,1417.7,6288.79,1.72,2025-10-06 22:10:07.986423,1,2087626401
424369,New User Discount,2023-12-19,INACTIVE,SMS,5282,418,27,1237.0,6933.85,1.69,2025-10-06 22:10:07.986423,1,1596029660
524236,Weekend Special,2023-12-19,PREMIUM,Social Media,5709,373,89,1467.33,4489.21,3.99,2025-10-06 22:10:07.986423,1,1351244101
986381,Festival Offer,2023-12-19,NEW USERS,App,8706,803,51,4081.31,5153.8,1.71,2025-10-06 22:10:07.986423,1,71260937
331076,Flash Sale,2023-12-19,INACTIVE,SMS,4108,666,81,4459.67,6327.89,3.81,2025-10-06 22:10:07.986423,1,808780305
947057,Membership Drive,2023-12-19,ALL,App,6729,740,80,2906.91,9204.75,3.72,2025-10-06 22:10:07.986423,1,1856438473
581930,Category Promotion,2023-12-19,PREMIUM,App,4808,115,29,3642.85,5417.93,2.97,2025-10-06 22:10:07.986423,1,1109278078
900221,App Push Notification,2023-12-19,INACTIVE,App,5959,642,88,4234.89,8459.99,3.61,2025-10-06 22:10:07.986423,1,175562639
767303,Email Campaign,2023-12-19,ALL,App,8133,936,25,2674.72,5576.09,2.81,2025-10-06 22:10:07.986423,1,1124850745
143893,Referral Program,2023-12-19,INACTIVE,Email,1369,824,65,3474.99,3754.92,3.51,2025-10-06 22:10:07.986423,1,292234014
